word,ko,zh_Hans,etym_zh_Hans,pron,ant,syn,etym,hypo,hyper,var
vindicate,(특히 남들은 달리 생각할 때) …의 정당성을 입증하다,证明…正确；证明…是真的,,/ˈvɪndɪkeɪt/,,"free, declare innocent, absolve, liberate, discharge, exonerate, redeem, exculpate, clear, free from blame, deliver","Borrowed from Latin vindicātus, perfect passive participle of vindicō (“lay legal claim to something; set free; protect, avenge, punish”), from vim, accusative singular of vīs (“force, power”), + dīcō (“say; declare, state”). See avenge.
",,,
rent,"집세, 방세, 지대, 임차료",租金；租费,,/rɛnt/,,rental,,,,
disconsolate,암담한,沮丧的，郁郁寡欢的,,/dɪsˈkɒns(ə)lət/,,"forlorn, heavy-hearted, despondent, broken-hearted, inconsolable, downcast, wretched, long-faced, disappointed, dejected, downhearted, gloomy, melancholy, cast down, demoralized, disheartened, doleful, unhappy, dispirited, depressed, in the doldrums, crestfallen, low-spirited, fed up, miserable, dismal, woebegone, discouraged, glum, desolate, heartbroken, crushed","From Medieval Latin discōnsōlātus (“comfortless”), from dis- (“away”) +‎ cōnsōlātus (“consoled”).
",,,
relax,(즐기는 일을 하면서) 휴식을 취하다[느긋이 쉬다],（使）放松，（使）轻松；（使身体部位）松弛，放松,,/rɪˈlaks/,,"entertain oneself, be at leisure, take one's leisure, play, loosen up, take time out, put one's feet up, laze, loll, sit back, unbend, take time off, ease up, de-stress, rest, take one's ease, luxuriate, repose, let up, loaf, slack off, idle, slow down, amuse oneself, enjoy oneself, slump, ease off, lounge, take it easy, flop, do nothing","Borrowed from Old French relaxer, from Latin relaxāre (“relax, loosen, open”), from re- (“back”) + laxāre (“loosen”), from laxus (“loose, free”).
",,,
preclude,"(~로 하여금 ~하지) 못하게 하다, (~가 ~하는 것을) 불가능하게 하다",排除，防止，杜绝；阻碍,,/prɪˈkluːd/,,"interdict, disqualify, exclude, stop, make it impossible for, prohibit, bar, inhibit, forbid, block, make it impracticable for, impede, rule out, debar, put a stop to, hinder","Borrowed from Latin praecludo.
",,,
predilection,(…을) 매우 좋아함,偏爱，偏好,,/ˌpriːdɪˈlɛkʃ(ə)n/,", aversion, disinclination, indisposition","preference, bias, partiality, cup of joe (idiomatic), cup of tea (idiomatic), bag (idiomatic), penchant, cup of coffee (idiomatic), leaning, inclination, fancy, predisposition, proclivity, appetite, soft spot, liking, affinity, love, taste, fondness, weakness, predilection, tendency, propension (rare), thing (informal), bent, taste    [WS], propensity, proneness","Borrowed from French prédilection.
","desire    [WS], fetish","bias, inclination, disposition, prejudice    [WS], tendency",druthers (usually plural)
idiom,"관용구, 숙어",习语，成语，惯用语,,/ˈɪdɪəm/,,"set phrase, fixed expression, turn of phrase, idiomatic expression, phrase","From Middle French idiome, and its source, Late Latin idioma, from Ancient Greek ἰδίωμα (idíōma, “a peculiarity, property, a peculiar phraseology, idiom”), from ἰδιοῦσθαι (idioûsthai, “to make one's own, appropriate to oneself”), from ἴδιος (ídios, “one's own, pertaining to oneself, private, personal, peculiar, separate”).
",,,
assuage,(안 좋은 감정을) 누그러뜨리다[달래다],缓和；减轻；平息,,/əˈsweɪdʒ/,,"smother, alleviate, subdue, tranquillize, moderate, lower, soothe, mitigate, tone down, calm, lessen, abate, diminish, dilute, mollify, palliate, reduce, modify, attenuate, dampen, temper, lull, decrease, stifle, allay, ease, suppress","Middle English aswagen, from Old French asuagier (“to appease, to calm”), from Vulgar Latin *assuaviō (“I sweeten, I 'butter up', I calm”), derived from ad- + suavis (“sweet”) + -ō.
",,,
extol,극찬[격찬]하다,赞扬；赞颂；赞美,,/ɪkˈstəʊl/,,"throw bouquets at, acclaim, praise to the skies, eulogize, enthuse over, sing the praises of, gush over, go into raptures about, enthuse about, go into raptures over, express delight over, rave about, wax lyrical about, rhapsodize over, gush about, heap praise on","Borrowed from Latin extollō (“elevate, raise high”).
",,,
incognito,"자기 신분을 숨기고, 가명[익명]으로",隐姓埋名地，隐藏身分地,,/ˌɪnkɒɡˈniːtəʊ/,,"under cover, in plain clothes, camouflaged, with one's identity concealed, in disguise, under a false name, disguised","Borrowed from Italian incognito, from Latin incognitus (“unknown”), from in- (“not”) + cognitus (“known”), perfect passive participle of cognoscere.
",,,
dissemble,"(진짜 감정·의도를) 숨기다, 가식적으로 꾸미다",掩盖，掩饰（动机、感情、真相等）,,/dɪˈsɛmb(ə)l/,,"hide one's feelings, pose, fake, bluff, counterfeit, put on a false front, act, deceive, be dishonest, pretend, sham, lie, masquerade, feign, posture","From Latin dissimulare.
",,,
slake,(물을 마셔) 갈증을 해소하다,满足,,/sleɪk/,,"assuage, relieve, gratify, take the edge off, satiate, sate, satisfy","From Middle English slaken (“to render slack, to slake”), from Middle English sleacian, from sleac (“slack”).
",,,
acidulous,신맛이 나는,带酸味的,记忆技巧：acid 酸的 + ul〔= ule 小…〕+ ous …的 → 微酸的,/əˈsɪdʒʊləs/,,"biting, pungent, acetic, acetous, sour, acerbic, sharp, acrid, unsweetened, vinegarish, tart, bitter, vinegary","From Latin acidulus (“sourish, acidulous”), diminutive of acidus (“acid, sour”). See acid.
",,,
chronic,만성적인,（尤指疾病或不好的事物）慢性的，长期的,,/ˈkrɒnɪk/,,"long-term, long-standing, constantly recurring","From chronical, from Old French cronike, from Latin chronicus, from Ancient Greek χρονικός (khronikós, “of time”), from χρόνος (khrónos, “time”).
",,,
admonish,"꾸짖다, 책망하다",告诫；警告；责备,,/ədˈmɒnɪʃ/,,"reprove, upbraid, berate, censure, lecture, criticize, castigate, scold, chide, rebuke, haul over the coals, give a piece of one's mind to, read the Riot Act to, chastise, lambaste, pull up, take to task, reproach","Middle English admonesten or admonissen, from Old French amonester (modern French admonester), from an unattested Late Latin or Vulgar Latin *admonestrāre, from Latin admoneō (“remind, warn”), from ad + moneō (“warn, advise”). See premonition.
",,,
agnostic,불가지론자,不可知论者（对神存在与否不能肯定或认为不可知）,,/aɡˈnɒstɪk/,,"questioner, doubting Thomas, cynic, scoffer, doubter, challenger","First attested in 1870; coined by Thomas Huxley. Either from Ancient Greek ἄγνωστος (ágnōstos, “ignorant, not knowing”) or from a- +‎ Gnostic. Deriving (either way) from Ancient Greek ἀ- (a-, “not”) + γιγνώσκω (gignṓskō, “I know”).
",,,
sectarian,종파(宗派)의,（人）派系的，教派性的，（尤指）排斥其他信仰的；有门户之见的,,/sɛkˈtɛːrɪən/,,"clannish, schismatic, cliquish, parti pris, partisan","From Medieval Latin sectarius  +‎ -an
",,,
chaste,(육체적으로) 순결한,纯洁的；贞洁的,,/tʃeɪst/,,"unmarried, intact, unwed, maidenly, maiden, virgin","Borrowed from Old French chaste (“morally pure”), from Latin castus (“pure”).
",,,
eon,,极长的时期；万古,,/ˈēən/,", moment    [WS], jiffy, never in a month of Sundays","interim, US & Canada), duration, minute (slang, aeon, interval, lifetime, eon, meantime, age, length of life, spell, interlude, blue moon, month of Sundays, forever and a day","Borrowed from Ancient Greek αἰών (aiṓn, “age”).
",,"period    [WS], uncertain period    [WS]","until the cows come home, until one is blue in the face"
scion,(특히 명문가의) 자손,豪门望族的后裔，富家子弟,,/ˈsʌɪən/,,"slip, graft","From Middle English sion, sioun, syon, scion, cion, from Old French cion, ciun, cyon, sion; from Frankish *kīþō, *kīþ, from Proto-Germanic *kīþô, *kīþą, *kīþaz (“sprout”), from Proto-Indo-European *geye (“to split open, sprout”), same source as Old English ċīþ (“a young shoot; sprout; germ; sprig”), Old Saxon kīth (“sprout; germ”), Old High German kīdi (“offshoot; sprout; germ”). See also French scion and Picard chion.[1] Doublet of chit.
",,,
auspice,"[보통 pl.] 원조, 찬조, 보호(patronage)",吉兆;（复数）支持；赞助；资助；主办；保护;（以飞鸟行动为根据的）占卜,记忆技巧：au〔= av 鸟〕+ spic 看 + e → 看到鸟〔喜鹊〕→ 吉兆,/ˈɔːspɪs/,,"control, care, influence, aegis, supervision, umbrella, charge, keeping, backing, sponsorship, responsibility, support, trusteeship, guardianship, guidance, protection","From Middle French auspice, from Latin auspicium, in turn from auspex.
",,,
duplicity,"이중성, 표리부동",欺骗；（尤指）搞两面派,,/djuːˈplɪsɪti/,,"falsity, guile, trickery, subterfuge, fraud, perfidy, cheating, deception, swindling, fraudulence, unfairness, double-dealing, underhandedness, sharp practice, skulduggery, craft, deceit, falseness, dishonesty, deviousness, treachery, unjustness, artifice, two-facedness, improbity, chicanery","From Latin duplicare (double).
",,,
ontology,존재론,本体论,,/ɒnˈtɒlədʒi/,,,"Originally Latin ontologia (1606, Ogdoas Scholastica, by Jacob Lorhard (Lorhardus)), from Ancient Greek ὤν (ṓn, “on”), present participle of εἰμί (eimí, “being, existing, essence”) + λόγος (lógos, “account”).
",,,
certitude,확신,确定；确信,,/ˈsəːtɪtjuːd/,,"assurance, reliability, assuredness, sureness, positiveness, confidence, conviction","From Middle French certitude, from Late Latin certitūdō, from Latin certus.
",,,
extrapolate,(…을 기반으로) 추론[추정]하다,推断；推知,,/ɪkˈstrapəleɪt/,,"extrapolate, estimate, gauge, calculate, reckon, expect, predict","From extra- +‎ (inter)polate.
",,,
perjury,위증죄,伪证罪,,/ˈpəːdʒ(ə)ri/,,"forswearing oneself, giving false evidence, giving false testimony, making false statements, wilful falsehood, violation of an oath, bearing false witness, bearing false testimony","From Anglo-Norman perjurie, from Latin perjurare (“swear falsely”), from per- +‎ jūrāre.
",,,
carousal,"흥청거림, 큰 술잔치[연회]",喧闹的酒宴,,/kəˈraʊz(ə)l/,,,"carouse +‎ -al
",,,
sanguine,"낙관적인, 자신감이 넘치는",乐观的，乐天的,,/ˈsaŋɡwɪn/,,"bright, hopeful, cheery, disposed to look on the bright side, assured, confident, bullish, positive, cheerful, buoyant","From Middle English sanguine, borrowed from Old French sanguin, ultimately from Latin sanguineus (“of blood”), from sanguis (“blood”), of uncertain origin, perhaps Proto-Indo-European *h₁sh₂-én-, from *h₁ésh₂r̥ (“blood”). Doublet of sanguineous.
",,,
consummate,(결혼식 후) 첫날밤을 치르다[성관계를 하다],完美无缺的；圆满的,,/ˈkɒns(j)əmeɪt/,,"finish, achieve, conclude, accomplish","From Latin consummatus, past participle of consummare (“to sum up, finish, complete”), from com- (“together”) + summa (“the sum”) (see sum, summation).
",,,
mainstay,(무엇의 존재·성공을 가능하게 하는) 중심[대들보/기둥],支柱;中流砥柱,,/ˈmeɪnsteɪ/,,"cornerstone, base, prop, bulwark, chief support, anchor, backbone, buttress, centrepiece, foundation, bastion, pillar, linchpin","From Middle English main stai, equivalent to main +‎ stay (“rope”).
",,,
conducive,~에 좋은(어떤 일이 일어나기 쉽게 한다는 의미로),有利的，有助的，有益的,,/kənˈdjuːsɪv/,,"useful for, helpful to, calculated to produce, productive of, instrumental in","conduce +‎ -ive, 1640s[1], from Latin condūcere, patterned after forms like conductive.[2]
",,,
aviation,항공(술),航空（学）；飞行（术）；航空工业,,/eɪvɪˈeɪʃ(ə)n/,,"air transport, flying, aeronautics, aerial navigation","Borrowed from French aviation, from Latin avis (“bird”), from Proto-Indo-European *awi- (“bird”).
",,,
bromide,브롬화물(과거엔 진정제로 쓰였음),溴化物镇静剂,,/ˈbrəʊmʌɪd/,,"hackneyed saying, trite saying, commonplace, banal saying, old chestnut, overworked saying, banality, truism","From brom(ine) + -ide. First used in the sense “dull person” by Gelett Burgess.[1]
",,,
dilate,"확장[팽창]하다[시키다], 키우다[커지다]",（使身体的一部分）扩张，展开,,/dʌɪˈleɪt/,,"become larger, become wider, swell, widen, expand, distend","From Middle French dilater, from Latin dīlātō (“I spread out”), from di- (variant of dis-) + latus (“wide”).
",,,
accelerant,"촉진제, 촉매",催速（催化；加速；促进；促凝；触媒）剂,,/əkˈsɛlərənt/,,,"First attested in 1854.
accelerate +‎ -ant",,,
mitigate,완화[경감]시키다,使缓和；减轻（危害等）,,/ˈmɪtɪɡeɪt/,,,"Borrowed from Latin mītigātus, from mītigō, from mītis (“gentle, mild, ripe”) + agō (“do, make”), from Proto-Indo-European *meh₁i- (“mild, soft”).[1]
",,,
magnanimous,(특히 적이나 경쟁자에게) 도량이 넓은[너그러운],（对敌人或失败者）宽宏大量的，大度的,,/maɡˈnanɪməs/,,"kindly, philanthropic, munificent, beneficent, noble, big-hearted, handsome, charitable, benevolent, chivalrous, altruistic, kind, princely, open-handed, bountiful, great-hearted, liberal","From Latin magnanimus, from magnus (“great”) + animus (“soul, mind”).
",,,
seminal,(앞으로 전개될 일에) 중대한[영향력이 큰],具有开拓性的；有深远影响的,,/ˈsɛmɪn(ə)l/,,"formative, innovative, creative, pioneering, groundbreaking, original","From Middle English seminal, semynal, from Old French seminal, seminale, from Latin sēminālis.
",,,
avid,(흔히 취미에) 열심인[열렬한],渴望的；急切的；热衷的；干劲十足的,记忆技巧：av 渴望 + id …的 → 渴望的；贪婪的,/ˈavɪd/,,"devoted, ardent, fervid, passionate, fervent, fanatical, insatiable, voracious, eager, enthusiastic, dedicated, zealous","From French avide, from Latin avidus (“eager, desirous; greedy”), from aveō (“wish, desire, long for, crave”).
",,,
cadaver,"시체, 사체",尸体，死尸,,/kəˈdɑːvə/,,"body, carcass, cadaver, skeleton","Recorded since c.1500, borrowed from Latin cadāver.
",,,
tantamount,(나쁜 효과가) ~와 마찬가지의[~에 상당하는],无异于;等于;效果与…一样坏,,/ˈtantəmaʊnt/,,"much the same as, equal to, on a par with, as good as, virtually the same as, more or less, commensurate with, amounting to, identical to, along the lines of, comparable to, as serious as, synonymous with","From Anglo-Norman tant amount, from amunter, from tant (“as much”) amonter (“to amount to”).
",,,
heterodox,이설[이교]의,（信仰、想法或活动）非正统的，异端的,,/ˈhɛt(ə)rə(ʊ)dɒks/,,"freethinking, apostate, revisionist, renegade, iconoclastic, schismatic, sectarian, separatist, dissident, blasphemous, nonconformist, dissenting, heretical, rebellious","From Ancient Greek ἕτεροδοξος (héterodoxos), from ἕτερος (héteros, “other, another, different”) + δόξα (dóxa, “opinion”).
",,,
leash,"(개 등을 매어 두는) 가죽끈[줄], 사슬",（牵狗等动物用的）绳索，链子,,/liːʃ/,,"cord, rein, rope, line, strap, chain, tether","From Middle English leesshe, leysche, lesshe, a variant of more original lease, from Middle English lees, leese, leece, lese, from Old French lesse (modern French laisse), from Latin laxa (“thong, a loose cord”), feminine form of laxus (“loose”); compare lax.
",,,
insipid,맛[풍미]이 없는,无味的；无特色的；无生气的；乏味的,,/ɪnˈsɪpɪd/,", gustable    [WS]","wearish (obsolete), watered-down, sapidless (archaic), flavourless, gustless (obsolete), smackless, thin, tasteless, insipid, flavorless, waugh (British, flaggy (obsolete), unsavory, intastable, unappetizing, weak, dialect), mawkish (archaic), savourless, cardboard (figurative), unflavoured, untasteable, watery, wallowish (archaic), bland, wersh (British, unpalatable, savorless, ingustible","From French insipide, from Latin īnsipidus (“tasteless”), from in- (“not”) + sapidus (“savory”). In some senses, perhaps influenced by insipient (“unwise, foolish, stupid”).
",,imperceptible    [WS],"boring    [WS], weak    [WS]"
bereave,(가족·친지와[를]) 사별하다[여의다],使丧失亲友,,/bɪˈriːv/,,"rob, strip, dispossess, divest","From Middle English bireven, from Old English berēafian (“to bereave, deprive of, take away, seize, rob, despoil”), from Proto-Germanic *biraubōną, and Old English berēofan (“to bereave, deprive, rob of”); both equivalent to be- +‎ reave. Cognate with Dutch beroven (“to rob, deprive, bereave”), German berauben (“to deprive, rob, bereave”), Danish berøve (“to deprive of”), Norwegian berove (“to deprive”), Swedish beröva (“to rob”), Gothic 𐌱𐌹𐍂𐌰𐌿𐌱𐍉𐌽 (biraubōn).
",,,
gregarious,"남과 어울리기 좋아하는, 사교적인",（人）爱交际的，不喜独处的,,/ɡrɪˈɡɛːrɪəs/,,"company-loving, clubbable, companionable, convivial, social","From Latin gregārius.
",,,
accede,(요청·제의 등에) 응하다,同意(请求、建议等);就任;就职;(尤指君主)即位,,/əkˈsiːd/,", refuse, decline, reject","comply with, come round (idiomatic), assent to, comply, give way to, give way, recognize, soothe (obsolete), grant, go along with, concur with, concede, surrender to, agree    [WS], cave in, accede, acquiesce in, consent to, yield (rare), allow, yield to, give in to, endorse, come around (idiomatic), accept, defer to","First attested in the early 15th century. From Middle English acceden, from Latin accēdō (“approach, accede”), formed from ad (“to, toward, at”) + cēdō (“move, yield”) (English cede). Compare French accéder. Unrelated to ascend, aside from the common ad prefix.
",,"assent    [WS], surrender    [WS]",
aggregate,"합계, 총액",聚集体，集成体；总数，合计,,/ˈaɡrɪɡət/,,"whole amount, sum, group    [WS], sum total, final figure, grand total, aggregate, totality, entirety    [WS], result, summation, entirety, gross","From Latin aggregātus, perfect passive participle of aggregō (“I flock together”), from ag- (combining form of ad (“to, toward”)) + gregō (“I flock or group”), from grex (“flock”). Compare gregarious.
","noosphere, hivemind, blogosphere, biosphere",,"cohesion, integration, gestalt"
dauntless,불굴의,决然的；无畏的,,/ˈdɔːntləs/,,"unfaltering, courageous, spirited, confident, undismayed, unflagging, resolute, game, steely, determined, valiant, intrepid, gallant, daredevil, unshrinking, unabashed, indomitable, plucky, heroic, gritty, daring, bold, unflinching, doughty, audacious, brave, lionhearted, mettlesome, undaunted, unalarmed, stout-hearted","daunt +‎ -less
",,,
prolix,장황한,冗长的；啰唆的；好长篇大论的,,/ˈprəʊlɪks/,,"full of verbiage, verbal, circuitous, maundering, ponderous, meandering, overlong, wordy, prolonged, rambling, periphrastic, unending, verbose, digressive, wandering, endless, protracted, interminable, circumlocutory, laborious, diffuse, long-drawn-out, long-winded, discursive","From Old French prolixe, from Latin prōlixus (“courteous, favorable”).
",,,
plaintive,(소리가) 애처로운[구슬픈],伤感的,,/ˈpleɪntɪv/,,"forlorn, pathetic, disconsolate, sad, broken-hearted, wretched, grief-stricken, sorrowful, piteous, melancholy, doleful, unhappy, wistful, heart-rending, pitiful, woeful, woebegone, desolate, heartbroken, melancholic","From Middle English pleintif, plentyff, from French plaintif (“aggrieved, lamenting”), from plainte (“lament, complaint”); see plaint. Doublet of plaintiff.
",,,
undulating,"물결 모양의, 올라갔다 내려갔다 하는",起伏;波动;荡漾,,/ˈʌndjʊleɪtɪŋ/,,,,,,
decelerate,(차량의) 속도를 줄이다,（使）降低速度；（使）减速,,/diːˈsɛləreɪt/,,"reduce speed, hit the brakes, go slower, brake, put the brakes on, slow, ease up, lessen one's speed, slack up, slow up","From de- +‎ (ac)celerate.
",,,
prescient,선견지명[예지력]이 있는,预知的，有预知能力的，有先见之明的,,/ˈprɛsɪənt/,,"predictive, visionary","From praesciēns (“foreknowing; foretelling, predicting”), present participle of) Latin praesciō (“to foreknow”), from prae- (prefix meaning ‘before; in front’) (ultimately from Proto-Indo-European *preh₂- (“before; in front”)) + sciō (“to know, understand; to have knowledge of”) (ultimately from Proto-Indo-European *skey- (“to dissect; to split”)). The word is cognate with Middle French prescient (modern French prescient (“prescient”)), Italian presciente (“prescient”).[1]
",,,
antibody,항체,抗体,,/ˈantɪbɒdi/,,,"anti- +‎ body, a calque of  German Antikörper.
",,,
objurgate,"꾸짖다, 책망하다, 비난하다",怒斥;痛骂;谴责;申斥,,/ˈɒbdʒəɡeɪt/,,"savage, censure, find fault with, castigate, pillory, fulminate against, abuse, chastise, lambaste, condemn","From Latin obiūrgō.
",,,
zealot,"(특히 종교·정치에) 열성적인 사람, 열성분자, 광신자",狂热者；热心者,,/ˈzɛlət/,,"enthusiast, militant, activist, diehard, Young Turk, radical, extremist","Initially only found as Middle English zelote, an epithet of w:Simon the Zealot, acquiring its current senses in the 16th and 17th centuries. The Middle English derives from Latin zēlōtēs, from Ancient Greek ζηλωτής (zēlōtḗs, “emulator, zealous admirer, follower”), from ζῆλος (zêlos, “zeal, jealousy”), from ζηλόω (zēlóō, “to emulate, to be jealous”).
",,,
adjudicate,"(분쟁에 대해) 판결[판정]을 내리다, 재결하다",担任裁判；判决，裁定，裁决,,/əˈdʒuːdɪkeɪt/,,"settle, adjudge, give a verdict on, make a ruling on, decide on, give a ruling on, hear, pass judgement on, sit in judgement on, decide, arbitrate, examine, pronounce on, resolve, determine, try","Borrowed from Latin adiūdicō, adiūdicātus, from ad + iūdicō (“to judge”). Doublet of adjudge.
",,,
dolor,"슬픔, 비탄(grief)",疼痛;悲伤;痛苦悲伤;悲哀,,/ˈdōlər/,,"woe, regret, glumness, cheerlessness, despair, gloom, mournfulness, desolation, gloominess, dolefulness, dejection, heaviness of heart, melancholy, misery, grief, broken-heartedness, downheartedness, wretchedness, unhappiness, sorrow, depression, despondency, heartache, low spirits","Borrowed from Anglo-Norman dolour, mainland Old French dolor (modern douleur), from Latin dolor (“pain, grief”).
",,,
indolent,"게으른, 나태한",懒散的；懒惰的,,/ˈɪnd(ə)l(ə)nt/,,"lethargic, slothful, lifeless, inactive, slow-moving, sluggish, plodding, listless, languid, shiftless, apathetic, dull, work-shy, torpid, lackadaisical, idle, inert, slow, loafing","From French indolent, from Latin indolentem, from in- (“not”) + dolēns (“pain”)
",,,
circuitous,빙 돌아가는,迂回的，绕行的,,/səːˈkjuːɪtəs/,,"tortuous, indirect, serpentine, twisting, winding, meandering","First attested in 1664. From Latin circuitōsus, from circuitus, from circumeō (“I go around”), from circum (“around”) + eō (“I go”).
",,,
propitiator,달래는 사람 ; 화해시키는 사람.,为和解的;为赢回好感的;安抚的,,/prəˈpɪʃɪeɪtə/,,,"From the Latin propitiātor.
",,,
reprobate,타락한 사람,堕落者；放荡者；恶棍,,/ˈrɛprəbeɪt/,,"profligate, debauchee, rascal, good-for-nothing, unprincipled person, degenerate, rake, wretch, villain, scoundrel, libertine",,,,
espouse,(주의·정책 등을) 옹호[지지]하다,投身（活动）；支持，拥护（观点）,,/ɪˈspaʊz/,,"receive enthusiastically, take up, accept, receive wholeheartedly, take to, take to one's heart, embrace, welcome","From Middle English espousen, borrowed from Old French espouser, from Latin spōnsāre, present active infinitive of spōnsō (frequentative of spondeō), from Proto-Indo-European *spend-.
",,,
salutary,"(흔히 불쾌해 보이지만) 유익한, 효과가 좋은",（对行为或性格的改善）有益的,,/ˈsaljʊt(ə)ri/,,"helpful, profitable, useful, of use, of service, worthwhile, good for one, advantageous, good, valuable, practical, productive","Borrowed from Middle French salutaire and its source, Latin salutaris (“healthful”), from salus (“health”).
",,,
flippant,"경솔한, 건방진",轻率的；浮夸的,,/ˈflɪp(ə)nt/,,"shallow, thoughtless, glib, irresponsible, carefree, superficial, insouciant, offhand","1595, from Northern English dialectal flippand (“prattling, babbling, glib”), present participle of flip (“to babble”), of North Germanic origin. Cognate with Icelandic fleipa (“to babble, prattle”), Swedish dialectal flepa (“to talk nonsense”). Alteration of -and suffix (a variant of the participial -ing) to -ant probably due to influence from words in -ant.
",,,
antecede,"…에 선행하다, 앞서다",在…之前；居…之先；胜过；超越,,/antɪˈsiːd/,,,,,,
temper,(걸핏하면 화를 내는) 성질[성미],脾气；易怒,,/ˈtɛmpə/,,"nature, mind, mettle, stamp, constitution, spirit, disposition, mould, character, make-up, personality","From Middle English temperen, tempren, from Old English ġetemprian, temprian, borrowed from Latin temperare (“to divide or proportion duly, mingle in due proportion, qualify, temper, regulate, rule, intransitive observe measure, be moderate or temperate”), from tempus (“time, fit season”). Compare also French tempérer. Doublet of tamper. See temporal.
",,,
cursory,"대충 하는, 피상적인",仓促的；草草的；粗略的,,/ˈkəːs(ə)ri/,,"uninterested, half-hearted, inattentive, unthinking, routine, casual, superficial, token, desultory, automatic, offhand, mechanical","Borrowed from Middle French cursoire (“rapid”), from Latin cursorius (“hasty, of a race or running”)
",,,
ablution,목욕 (재계),沐浴；净体（礼）；净手（礼）,,/əˈbluːʃ(ə)n/,,"showering, scrubbing, purification, cleansing, bathing","From Middle English, ablucioun (“cleansing of impurities”), from Old French ablution, and its source, Late Latin ablūtiō (“a washing away”), from abluō (“wash away”), from ab (“away”) + lavō (“wash”)[1].
",,,
intrastate,주(州)내의,在一州境内(尤指美国的州内),,,,,"From intra- +‎ state.
",,,
deride,조롱[조소]하다,嘲笑，讥笑,,/dɪˈrʌɪd/,,"mock, chiack (British), taunt, barrack, ridicule    [WS], pillory, hound, jeer at, brock, jibe at, scoff at, poke fun at, jeer, bam (archaic), deride, sneer, laugh at, hold up to ridicule, make fun of, poke borack (Australia), badger, heckle, outlaugh, scoff, geck, flite, nip, bullyrag","From Middle French dérider, from Latin dērīdeō (“to mock, laugh at”), from dē- (“from, down from”) + rīdeō (“to laugh”).
",outjeer,"mock    [WS], despise    [WS], abuse, harass, offend    [WS]",
aquamarine,"아쿠아마린, 남옥(藍玉)",海蓝宝石,,/ˌakwəməˈriːn/,,viridescent,"From Latin aqua (“water”) + marinus (“marine”), adjective form from mare (“sea”)
",,,
accretion,(서서히 막처럼 생기는) 부착물,堆积，积聚；逐渐的增加，增大,,/əˈkriːʃ(ə)n/,,"growth, formation, augmentation, rise, increase, gathering, amassing, gain, enlargement, mushrooming, snowballing, collecting, accrual, cumulation","Borrowed from Latin accrētiō, from ad (“to”) + crēscō (“grow”). First attested in the 1610s. Compare crescent, increase, accrue, and so on.
",,,
dissonant,"귀에 거슬리는, [음악] 불협화(음)의; 조화되지 않은(opp. harmonious)",刺耳的；不谐和的；不调和的,记忆技巧：dis 不 + son 声音 + ant …的 → 不同的声音 → 不和谐的,/ˈdɪs(ə)nənt/,,"disharmonious, tuneless, discordant, atonal, unmelodious, off-key, cacophonous","From Middle French dissonant.
",,,
rift,(사람들 사이의) 균열[틈],（地面或岩石上的）裂缝，裂口,,/rɪft/,,"cranny, cavity, hole, flaw, cleft, gap, interstice, opening, aperture, fissure, space, split, fault, break, breach, fracture, chink, crevice, slit","From the verb rive
",,,
sententious,"무게를 잡는, 훈계조의",好说教的；说教式的；自以为是的,,/sɛnˈtɛnʃəs/,,"moralizing, judgemental, self-righteous, pietistic, sanctimonious, priggish, canting, Pecksniffian, pious","From Latin sententiōsus, from sententia (“opinion, purpose”).
",,,
decamp,(흔히 몰래) 서둘러 떠나다,不辞而别，偷偷溜走,,/dɪˈkamp/,,"beat a hasty retreat, disappear, depart, take flight, make oneself scarce, escape, make off, flee, slip away, make a run for it, steal away, make one's getaway, take off, bolt, run away, run off, sneak away, leave, vanish","French décamper, Old French descamper.",,,
iniquity,부당성; 부당한 것,极其错误；极不公正,,/ɪˈnɪkwɪti/,,"sin, evil, impropriety, vice, immorality, sinfulness","From Middle English iniquite, jniquite (“evil, wickedness, iniquity; evil act; hostility, malevolence; hostile act; a calamity, misfortune”),[1] from Old French iniquité (modern French iniquité (“iniquity”)), from Latin inīquitās (“iniquity; inequality, unfairness; inequity, injustice”), from inīquus (“unequal, uneven, unfair; disadvantageous, unfavourable; hostile, unkind; unsuitable; wicked, wrong”) + -itās (variant of -tās (suffix forming a noun indicating a state of being)). Inīquus is derived from in- (prefix meaning ‘not’) + aequus (“equal; fair, impartial, just”).[2] Compare inequity.
",,,
abate,(강도가) 약해지다; (강도를) 약화시키다[줄이다],减少；减弱；减轻；减退,,/əˈbeɪt/,,"taper off, wane, cool off, desist, become weaker, moderate, fade, ebb, dwindle, die away, drop off, relent, lessen, drop away, diminish, weaken, peter out, die down, die out, decline, slacken, tail off, decrease, ease off, let up, come to an end, ease, recede","From Latin abbātem, accusative form of abbās, from Ancient Greek ἀββᾶς (abbâs), from Aramaic אבא‎ (’abbā, “father”).
",,,
protagonist,(연극·영화·책 속의) 주인공,（某一想法或政治制度的）主要支持者，主要拥护者,,/prəˈtaɡ(ə)nɪst/,,"leading man, leading actress, star, lead, leading lady, leading player, leading performer","From Ancient Greek πρωταγωνιστής (prōtagōnistḗs, “a chief actor”), from πρῶτος (prôtos, “first”) + ἀγωνιστής (agōnistḗs, “a combatant, pleader, actor”).
",,,
