word,ko,zh_Hans,etym_zh_Hans,pron,ant,syn,etym,hypo,hyper,var
incisive,(사물 인식 능력이) 예리한[날카로운],锐利的；深刻的,,/ɪnˈsʌɪsɪv/,,"acute, sharp, sharp-witted, razor-sharp, keen, rapier-like, astute, shrewd, trenchant, piercing, perceptive, insightful, percipient, perspicacious, discerning, analytical, intelligent, canny, clever, smart, quick","Borrowed from Middle French incisif.
",,,
lectern,"(책 등을 받치는) 독서대, (교회의) 성서대",斜面讲桌,,/ˈlɛkt(ə)n/,,,"15th century partial re-Latinization of early 14th century Middle English lettorne, lettron, from Old French leitrun, from Medieval Latin lectrinum, from Late Latin lectrum, from lectus (from whence also lecture), form of Latin legō (“I read”).[1]
",,,
fatuity,"어리석음, 우둔",愚味;愚昧;昏庸;愚蠢,记忆技巧：fatu 笨 + ity 具备某种性质，状况 → 愚蠢，愚昧,/fəˈtjuːɪti/,,,"Borrowed from Middle French fatuité.
",,,
fraternal,공제(共濟)의(사상·이해관계가 같은 개인·집단이 서로 돕기 위한 것),兄弟的，手足的,,/frəˈtəːn(ə)l/,,sibling,"Borrowed from Middle French fraternel, from Medieval Latin frāternālis (“fraternal”), from Latin frāternus (“of or pertaining to a brother, fraternal”), from frāter (“brother”).
",,,
reproof,"책망, 나무람",责备；斥责；指责,,/rɪˈpruːf/,,"reprimand, reproach, admonishment, admonition, reproval, remonstration",,,,
bicentennial,"200년간 계속되는, 200년마다의",(庆典)二百周年的,,/bʌɪsɛnˈtɛnɪəl/,,,"From Latin bi two + centum hundred + annus year + -al; surface analyses bi- + centennial and bi- +‎ cent- +‎ -ennial.
",,,
cum laude,우등으로(미국 대학 학위 취득자 우등 등급의 세 번째 등급),（拉丁语）以优等成绩毕业（美国大学优等学位荣誉中的第三等）,,,,,"From Latin cum (“with”) + laude (ablative of laus, ""praise"").
",,,
reprehend,"꾸짖다, 나무라다, 비난하다(blame)",责难;指责;谴责;责备;斥责,记忆技巧：re 反 + prehend 抓 → 反过来抓住〔别人的缺点〕→ 责难,/ˌrɛprɪˈhɛnd/,", congratulate, laud, compliment","give somebody what-for, denounce, vilify, reprove, give somebody a piece of one's mind, threap, rebuke, criticize, berate, light into, tear into, tell off, bash, tick off    [WS] (Britain), condemn, berisp, reproach, chide, savage, reprimand, objurgate, reprehend    [WS], drag (slang), find fault with, tosh (Britain), get up (Britain, Australia), censure, lecture, upbraid, admonish, lambaste, fulminate, rip into, scold, chastise, fulminate against, chew out, excoriate, read somebody the riot act, pillory, abuse, eat someone alive, inveigh, denunciate, lace into, castigate, bawl out","From Latin reprehendō (“I hold back, check, blame”), from re- (“back”) + prehendō (“I hold, seize”). Confer French reprendre (“to reprove”).
",,,
archaic,"낡은, 폐물이 된",古老的，古代的；原始的,,/ɑːˈkeɪɪk/,,"obsolescent, out of date, anachronistic, old-fashioned, outmoded, behind the times, bygone, antiquated, antique, superannuated, antediluvian, past its prime, having seen better days, olde worlde, old-fangled","From archaism (“ancient or obsolete phrase or expression”) or from French archaïque, ultimately from Ancient Greek ἀρχαϊκός (arkhaïkós, “old-fashioned”), from ἀρχαῖος (arkhaîos, “from the beginning, antiquated, ancient, old”), from ἀρχή (arkhḗ, “beginning, origin”), from ἄρχω (árkhō, “I am first”).
",,,
spartan,"검소하고 엄격한, 스파르타식의",简朴的，清苦的；斯巴达式的,,/ˈspɑːt(ə)n/,,"harsh, hard, frugal, stringent, rigorous, arduous, strict, stern, severe, rigid","By analogy with the ancient Spartans, who famously possessed these qualities.
",,,
equidistant,등거리의,等距的,,/ˌiːkwɪˈdɪst(ə)nt/,,"mid, mean, medium, medial, median, midway, halfway, equidistant, mesial","From Middle French équidistant, from Late Latin aequidistantem, from aequī (“equal”) +‎ distantem (“distant”).
",,,
antiseptic,소독제[약],防腐剂；（尤指）杀菌剂，消毒剂,,/antɪˈsɛptɪk/,,"germicidal, bactericidal","From anti- +‎ septic.
",,,
disjointed,"연결이 안 되는, 일관성이 없는",（尤指词语或想法）不连贯的，没有条理的，杂乱无章的,,/dɪsˈdʒɔɪntɪd/,,"disconnected, without unity, disunited, discontinuous, fragmented, fragmentary, disorganized, disordered, muddled, mixed up, jumbled, garbled, incoherent, confused, fitful, erratic, spasmodic, patchy, scrappy, bitty, piecemeal",,,,
chasten,"잘못을 깨닫게 하다, 훈계하다",惩戒；磨炼；教训,,/ˈtʃeɪs(ə)n/,,"humble, cow, squash, deflate, flatten, bring down, bring low, take down a peg or two, humiliate, mortify","From Middle English chastien, from Old French chastier (“punish”), from Latin castīgāre. See also chastise, castigate and chaste.
",,,
amoral,도덕관념이 없는,毫无道德观念的；没有道德的,,/eɪˈmɒr(ə)l/,,"without standards, without morals","From a- (“not”) +‎ moral.
",,,
inherent,내재하는,内在的；固有的，生来就有的,,/ɪnˈhɪər(ə)nt/,,"innate, immanent, built-in, inborn, ingrained, deep-rooted","From Latin inhaerentem, accusative singular of inhaerēns, present active participle of inhaereō (“I am closely connected with; adhere to”).
",,,
callow,"미숙한, 풋내기인",（尤指年轻人）幼稚的；不自信的；不谙世事的,,/ˈkaləʊ/,,"inexperienced, naive, green, as green as grass, born yesterday, raw, unseasoned, untrained, untried","From Middle English calwe (“bald”), from Old English calu (“callow, bare, bald”), from Proto-Germanic *kalwaz (“bare, naked, bald”), from Proto-Indo-European *gel(H)wo- (“naked, bald”). Cognate with West Frisian keal (“bald”), Dutch kaal (“bald”), German kahl (“bald”), Russian го́лый (gólyj, “nude”), Latin calvus (“bald”), Persian کل‎ (kal), Sanskrit कुल्व (kulvá).
",,,
harbinger,(흔히 좋지 않은 일이 곧 일어날) 조짐,（尤指坏事的）先兆，预兆,,/ˈhɑːbɪn(d)ʒə/,,"sign, indicator, indication, signal, prelude, portent, omen, augury, forewarning, presage, announcer","Originally, a person that is sent in advance to arrange lodgings. From Middle English herbergeour, from Old French herbergeor (French hébergeur), from Frankish *heriberga (“lodging, inn”, literally “army shelter”), from Proto-Germanic *harjaz (“army”) + *bergô (“protection”). Compare German Herberge, Italian albergo, Dutch herberg, English harbor. More at here, borrow.
",,,
curt,퉁명스러운,（态度或说话）简短失礼的，唐突的，草率的,,/kəːt/,,"brusque, abrupt, clipped, blunt, short, monosyllabic, summary, snappy, snappish, sharp, crisp, tart","From the Latin curtus (“shortened”). Cognate with German kurz, Galician corto, Italian corto, Portuguese corto, and Spanish corto.
",,,
dissect,(인체·동식물을) 해부[절개]하다,解剖（尤指尸体或植物）,,/dʌɪˈsɛkt/,,"cut up, cut open, lay open, dismember","Borrowed from Latin dissectus past participle of dissecare (“to cut asunder, cut up”), from dis- (“asunder”) + secare (“to cut”); see section.
",,,
descry,(불현듯) 보게 되다,突然看到;突然发现,,/dɪˈskrʌɪ/,,"make out, pick out, detect, recognize, notice, observe, see, spot","From Middle English descrien, descryen, from Old French descrier (“to proclaim, announce, cry”), from des- + crier (“shout, cry”).
",,,
abet,(나쁜 일을) 사주하다[교사하다],教唆，唆使，怂恿；伙同…作案,,/əˈbɛt/,,"aid, help, lend a hand, support, back, encourage","From Middle English abetten, abette, from Old French abeter (“to entice”), from a- (“to”) + beter (“hound on, urge, to bait”), either from Middle Dutch bētan (“incite”) or from Old Norse beita (“to cause to bite, bait, incite”)[1], from Proto-Germanic *baitijaną (“to cause to bite”), from Proto-Indo-European *bʰeyd- (“to split”). Cognate with Icelandic beita (“to set dogs on; to feed”).
",,,
askance,"의심[불신]의 눈으로; 옆으로, 비스듬히; 곁눈으로; 빗대어, 어물어물",怀疑地；侧目（斜视）地,,/əˈskans/,,"with suspicion, sceptically, with misgivings, cynically, mistrustfully, distrustfully, with distrust, doubtfully, dubiously, with doubt","Unknown. Possibly from Middle English askances (“as if”), or from Old French a escone (“hidden”) or Italian a scancio (“obliquely”). Compare asquint, Middle English askoyn (“at a slant, askance”), Dutch schuin, schuins (“sideways”), schuiven (“to shove”), schuinte (“slope”).
",,,
thesaurus,유의어 사전,同义词词典,,/θɪˈsɔːrəs/,,"wordbook, synonym lexicon, reference work, synonym dictionary","16th century, from Latin thēsaurus, from Ancient Greek θησαυρός (thēsaurós, “storehouse, treasure”); its current English usage/meaning was established soon after the publication of Peter Roget's Thesaurus of English Words and Phrases in 1852
","dictionary    [WS], lexicon, encyclopedic dictionary, etymological dictionary, translating dictionary, minidictionary, subdictionary,   —, encyclopedia, encyclopædia, encyclopaedia,   —, thesaurus    [WS], minithesaurus,   —, concordance,   —, grammar, grammary (archaic),   —, handbook, instruction manual, manual, pocket reference, vade mecum,   —, almanac, almanack,   —, atlas, gazetteer, globe, star chart,   —, pharmacopoeia, pharmacopœia, pharmacopeia,   —, telephone directory, white pages, yellow pages",,
pithy,간결하나 함축적인,（讲话或写作）言简意赅的，简洁有力的,,/ˈpɪθi/,,"short, brief, compact, condensed, crisp, laconic, terse, tight, to the point, economic, pithy, thumbnail, summary, short and sweet, in a few well-chosen words, compendious, epigrammatic, synoptic, aphoristic, gnomic","pith +‎ -y
",,,
bilateral,"쌍방의, 쌍무적인",双边的，双方的,,/bʌɪˈlat(ə)r(ə)l/,,,"From bi- +‎ lateral.
",,,
infallible,결코 틀리지[실수하지] 않는,不可能错误的；永无过失的；不会犯错误的,,/ɪnˈfalɪb(ə)l/,,"error-free, unfailing, faultless, flawless, impeccable, perfect, true, uncanny, precise, accurate, meticulous, scrupulous","From Medieval Latin infallibilis, from Latin in- + fallibilis. Compare French infaillible.
",,,
euthanasia,안락사,安乐死,,/ˌjuːθəˈneɪzɪə/,,"assisted suicide, physician-assisted suicide","First attested in 1606, from Ancient Greek εὐθανασία (euthanasía), from εὐ- (eu-, “good”) + θάνατος (thánatos, “death”)
",,,
infusion,(어떤 것을 더 강하게·성공적이 되게 하기 위한) 투입,注入；灌输,,/ɪnˈfjuːʒ(ə)n/,,"broth, bouillon, juice, gravy, liquid, infusion, extract, concentrate, decoction","Borrowed from Old French infusion, from Latin infusio, infusionem (“a pouring into, a wetting, a dyeing, a flow”), from infundo.
",,,
harried,"몹시 곤란을 겪는, 어찌할 바를 모르는.",(不断)烦扰;折磨;反复进攻;不断袭击,,/ˈharɪd/,,,,,,
carom,(…에) 부딪쳐[맞고] 튀어나오다,撞击后弹开,,/ˈkarəm/,,"rebound, be deflected",,,,
ingenuous,"순진한, 천진한, 사람을 잘 믿는",天真的；胸无城府的,,/ɪnˈdʒɛnjʊəs/,,"innocent, simple, childlike, trusting, trustful, over-trusting, unwary, unsuspicious, unguarded, unsceptical, uncritical, unworldly, wide-eyed, inexperienced, green","Borrowed from Latin ingenuus (“of noble character, frank”).
",,,
dichotomy,"양분(兩分), 이분(二分)",一分为二，对立,,/dʌɪˈkɒtəmi/,,"separation, divorce, split, gulf, chasm","From Ancient Greek διχότομος (dikhótomos, “equally divided, cut in half”) + -y.
",,,
fey,"약간 특이한, 비현실적인 데가 있는",神秘古怪的；故弄玄虚的,,/feɪ/,,"ill-starred, ill-omened, star-crossed, under a curse, cursed, jinxed, foredoomed, hapless, damned, bedevilled, luckless, unlucky",,,,
turpitude,대단히 부도덕한 행위,邪恶；堕落,,/ˈtəːpɪtjuːd/,,"immorality, depravity, corruption, corruptness, vice, degeneracy, evil, baseness, iniquity, sinfulness, vileness","Borrowed from Middle French turpitude, from Latin turpitūdō (“baseness, infamy”), from turpis (“foul, base”).
",,,
reclaim,(분실하거나 빼앗긴 물건 등을) 되찾다[돌려 달라고 하다],取回；拿回；收回,,/rɪˈkleɪm/,,"claim back, have returned, recover, take back, regain, retrieve, recoup","Borrowed from Anglo-Norman reclamer (noun reclaim), Middle French reclamer (noun reclaim), from Latin reclāmō, reclāmāre.
",,,
duress,"협박, 압력",威胁，胁迫,,/djʊ(ə)ˈrɛs/,,"compulsion, force, pressure, pressurization, intimidation, threats, constraint, enforcement, exaction","Borrowed from Old French duresse, from Latin duritia (“hardness”), from durus (“hard”).
",,,
vindicate,(특히 남들은 달리 생각할 때) …의 정당성을 입증하다,证明…正确；证明…是真的,,/ˈvɪndɪkeɪt/,,"clear, absolve, free from blame, declare innocent, exonerate, exculpate, discharge, liberate, free, deliver, redeem","Borrowed from Latin vindicātus, perfect passive participle of vindicō (“lay legal claim to something; set free; protect, avenge, punish”), from vim, accusative singular of vīs (“force, power”), + dīcō (“say; declare, state”). See avenge.
",,,
rent,"집세, 방세, 지대, 임차료",租金；租费,,/rɛnt/,,rental,,,,
disconsolate,암담한,沮丧的，郁郁寡欢的,,/dɪsˈkɒns(ə)lət/,,"unhappy, doleful, woebegone, dejected, downcast, downhearted, despondent, dispirited, crestfallen, cast down, depressed, fed up, disappointed, disheartened, discouraged, demoralized, crushed, desolate, heartbroken, broken-hearted, inconsolable, heavy-hearted, low-spirited, forlorn, in the doldrums, melancholy, miserable, long-faced, wretched, glum, gloomy, dismal","From Medieval Latin discōnsōlātus (“comfortless”), from dis- (“away”) +‎ cōnsōlātus (“consoled”).
",,,
relax,(즐기는 일을 하면서) 휴식을 취하다[느긋이 쉬다],（使）放松，（使）轻松；（使身体部位）松弛，放松,,/rɪˈlaks/,,"loosen up, ease off, ease up, let up, slow down, de-stress, unbend, rest, repose, put one's feet up, take it easy, take time off, take time out, slack off, be at leisure, take one's leisure, take one's ease, laze, luxuriate, do nothing, sit back, lounge, loll, slump, flop, idle, loaf, enjoy oneself, amuse oneself, play, entertain oneself","Borrowed from Old French relaxer, from Latin relaxāre (“relax, loosen, open”), from re- (“back”) + laxāre (“loosen”), from laxus (“loose, free”).
",,,
preclude,"(~로 하여금 ~하지) 못하게 하다, (~가 ~하는 것을) 불가능하게 하다",排除，防止，杜绝；阻碍,,/prɪˈkluːd/,,"make it impossible for, make it impracticable for, rule out, put a stop to, stop, prohibit, debar, interdict, block, bar, hinder, impede, inhibit, exclude, disqualify, forbid","Borrowed from Latin praecludo.
",,,
predilection,(…을) 매우 좋아함,偏爱，偏好,,/ˌpriːdɪˈlɛkʃ(ə)n/,", indisposition, disinclination, aversion","bias, cup of tea (idiomatic), predisposition, taste, proclivity, tendency, love, predilection, preference, soft spot, propension (rare), fancy, leaning, fondness, proneness, penchant, cup of joe (idiomatic), liking, appetite, taste    [WS], partiality, propensity, bag (idiomatic), cup of coffee (idiomatic), inclination, weakness, affinity, thing (informal), bent","Borrowed from French prédilection.
","desire    [WS], fetish",,
idiom,"관용구, 숙어",习语，成语，惯用语,,/ˈɪdɪəm/,,"idiomatic expression, turn of phrase, set phrase, fixed expression, phrase","From Middle French idiome, and its source, Late Latin idioma, from Ancient Greek ἰδίωμα (idíōma, “a peculiarity, property, a peculiar phraseology, idiom”), from ἰδιοῦσθαι (idioûsthai, “to make one's own, appropriate to oneself”), from ἴδιος (ídios, “one's own, pertaining to oneself, private, personal, peculiar, separate”).
",,,
assuage,(안 좋은 감정을) 누그러뜨리다[달래다],缓和；减轻；平息,,/əˈsweɪdʒ/,,"ease, alleviate, soothe, mitigate, dampen, allay, calm, palliate, abate, lull, temper, suppress, smother, stifle, subdue, tranquillize, mollify, moderate, modify, tone down, attenuate, dilute, lessen, diminish, decrease, reduce, lower","Middle English aswagen, from Old French asuagier (“to appease, to calm”), from Vulgar Latin *assuaviō (“I sweeten, I 'butter up', I calm”), derived from ad- + suavis (“sweet”) + -ō.
",,,
extol,극찬[격찬]하다,赞扬；赞颂；赞美,,/ɪkˈstəʊl/,,"go into raptures about, go into raptures over, wax lyrical about, sing the praises of, praise to the skies, heap praise on, eulogize, rhapsodize over, rave about, enthuse about, enthuse over, gush about, gush over, throw bouquets at, express delight over, acclaim","Borrowed from Latin extollō (“elevate, raise high”).
",,,
incognito,"자기 신분을 숨기고, 가명[익명]으로",隐姓埋名地，隐藏身分地,,/ˌɪnkɒɡˈniːtəʊ/,,"under a false name, with one's identity concealed, in disguise, disguised, under cover, in plain clothes, camouflaged","Borrowed from Italian incognito, from Latin incognitus (“unknown”), from in- (“not”) + cognitus (“known”), perfect passive participle of cognoscere.
",,,
dissemble,"(진짜 감정·의도를) 숨기다, 가식적으로 꾸미다",掩盖，掩饰（动机、感情、真相等）,,/dɪˈsɛmb(ə)l/,,"pretend, deceive, feign, act, masquerade, sham, fake, bluff, counterfeit, pose, posture, hide one's feelings, be dishonest, put on a false front, lie","From Latin dissimulare.
",,,
slake,(물을 마셔) 갈증을 해소하다,满足,,/sleɪk/,,"satisfy, take the edge off, sate, satiate, relieve, assuage, gratify","From Middle English slaken (“to render slack, to slake”), from Middle English sleacian, from sleac (“slack”).
",,,
acidulous,신맛이 나는,带酸味的,记忆技巧：acid 酸的 + ul〔= ule 小…〕+ ous …的 → 微酸的,/əˈsɪdʒʊləs/,,"sour, tart, bitter, unsweetened, sharp, biting, acrid, pungent, acerbic, vinegary, vinegarish, acetic, acetous","From Latin acidulus (“sourish, acidulous”), diminutive of acidus (“acid, sour”). See acid.
",,,
chronic,만성적인,（尤指疾病或不好的事物）慢性的，长期的,,/ˈkrɒnɪk/,,"long-standing, long-term, constantly recurring","From chronical, from Old French cronike, from Latin chronicus, from Ancient Greek χρονικός (khronikós, “of time”), from χρόνος (khrónos, “time”).
",,,
admonish,"꾸짖다, 책망하다",告诫；警告；责备,,/ədˈmɒnɪʃ/,,"rebuke, scold, reprove, upbraid, chastise, chide, censure, castigate, lambaste, berate, reproach, lecture, criticize, take to task, pull up, read the Riot Act to, give a piece of one's mind to, haul over the coals","Middle English admonesten or admonissen, from Old French amonester (modern French admonester), from an unattested Late Latin or Vulgar Latin *admonestrāre, from Latin admoneō (“remind, warn”), from ad + moneō (“warn, advise”). See premonition.
",,,
agnostic,불가지론자,不可知论者（对神存在与否不能肯定或认为不可知）,,/aɡˈnɒstɪk/,,"doubter, questioner, doubting Thomas, challenger, scoffer, cynic","First attested in 1870; coined by Thomas Huxley. Either from Ancient Greek ἄγνωστος (ágnōstos, “ignorant, not knowing”) or from a- +‎ Gnostic. Deriving (either way) from Ancient Greek ἀ- (a-, “not”) + γιγνώσκω (gignṓskō, “I know”).
",,,
sectarian,종파(宗派)의,（人）派系的，教派性的，（尤指）排斥其他信仰的；有门户之见的,,/sɛkˈtɛːrɪən/,,"schismatic, cliquish, clannish, partisan, parti pris","From Medieval Latin sectarius  +‎ -an
",,,
chaste,(육체적으로) 순결한,纯洁的；贞洁的,,/tʃeɪst/,,"virgin, intact, maidenly, maiden, unmarried, unwed","Borrowed from Old French chaste (“morally pure”), from Latin castus (“pure”).
",,,
eon,,极长的时期；万古,,/ˈēən/,", never in a month of Sundays, jiffy, moment    [WS]","interlude, spell, month of Sundays, interval, minute (slang, US & Canada), blue moon, lifetime, forever and a day, length of life, duration, age, aeon, interim, eon, meantime","Borrowed from Ancient Greek αἰών (aiṓn, “age”).
",,,
scion,(특히 명문가의) 자손,豪门望族的后裔，富家子弟,,/ˈsʌɪən/,,"graft, slip","From Middle English sion, sioun, syon, scion, cion, from Old French cion, ciun, cyon, sion; from Frankish *kīþō, *kīþ, from Proto-Germanic *kīþô, *kīþą, *kīþaz (“sprout”), from Proto-Indo-European *geye (“to split open, sprout”), same source as Old English ċīþ (“a young shoot; sprout; germ; sprig”), Old Saxon kīth (“sprout; germ”), Old High German kīdi (“offshoot; sprout; germ”). See also French scion and Picard chion.[1] Doublet of chit.
",,,
auspice,"[보통 pl.] 원조, 찬조, 보호(patronage)",吉兆;（复数）支持；赞助；资助；主办；保护;（以飞鸟行动为根据的）占卜,记忆技巧：au〔= av 鸟〕+ spic 看 + e → 看到鸟〔喜鹊〕→ 吉兆,/ˈɔːspɪs/,,"aegis, umbrella, protection, guidance, support, backing, guardianship, trusteeship, sponsorship, supervision, influence, control, charge, responsibility, keeping, care","From Middle French auspice, from Latin auspicium, in turn from auspex.
",,,
duplicity,"이중성, 표리부동",欺骗；（尤指）搞两面派,,/djuːˈplɪsɪti/,,"deceit, deception, deviousness, two-facedness, double-dealing, underhandedness, dishonesty, falseness, falsity, fraud, fraudulence, sharp practice, swindling, cheating, chicanery, trickery, craft, guile, artifice, subterfuge, skulduggery, treachery, unfairness, unjustness, perfidy, improbity","From Latin duplicare (double).
",,,
ontology,존재론,本体论,,/ɒnˈtɒlədʒi/,,,"Originally Latin ontologia (1606, Ogdoas Scholastica, by Jacob Lorhard (Lorhardus)), from Ancient Greek ὤν (ṓn, “on”), present participle of εἰμί (eimí, “being, existing, essence”) + λόγος (lógos, “account”).
",,,
certitude,확신,确定；确信,,/ˈsəːtɪtjuːd/,,"confidence, sureness, positiveness, conviction, reliability, assuredness, assurance","From Middle French certitude, from Late Latin certitūdō, from Latin certus.
",,,
extrapolate,(…을 기반으로) 추론[추정]하다,推断；推知,,/ɪkˈstrapəleɪt/,,"predict, estimate, calculate, gauge, reckon, expect, extrapolate","From extra- +‎ (inter)polate.
",,,
perjury,위증죄,伪证罪,,/ˈpəːdʒ(ə)ri/,,"violation of an oath, giving false evidence, giving false testimony, bearing false testimony, bearing false witness, forswearing oneself, making false statements, wilful falsehood","From Anglo-Norman perjurie, from Latin perjurare (“swear falsely”), from per- +‎ jūrāre.
",,,
carousal,"흥청거림, 큰 술잔치[연회]",喧闹的酒宴,,/kəˈraʊz(ə)l/,,,"carouse +‎ -al
",,,
sanguine,"낙관적인, 자신감이 넘치는",乐观的，乐天的,,/ˈsaŋɡwɪn/,,"bullish, hopeful, buoyant, positive, disposed to look on the bright side, confident, cheerful, cheery, bright, assured","From Middle English sanguine, borrowed from Old French sanguin, ultimately from Latin sanguineus (“of blood”), from sanguis (“blood”), of uncertain origin, perhaps Proto-Indo-European *h₁sh₂-én-, from *h₁ésh₂r̥ (“blood”). Doublet of sanguineous.
",,,
consummate,(결혼식 후) 첫날밤을 치르다[성관계를 하다],完美无缺的；圆满的,,/ˈkɒns(j)əmeɪt/,,"conclude, finish, accomplish, achieve","From Latin consummatus, past participle of consummare (“to sum up, finish, complete”), from com- (“together”) + summa (“the sum”) (see sum, summation).
",,,
mainstay,(무엇의 존재·성공을 가능하게 하는) 중심[대들보/기둥],支柱;中流砥柱,,/ˈmeɪnsteɪ/,,"centrepiece, prop, linchpin, cornerstone, pillar, bulwark, buttress, chief support, backbone, anchor, foundation, base, bastion","From Middle English main stai, equivalent to main +‎ stay (“rope”).
",,,
conducive,~에 좋은(어떤 일이 일어나기 쉽게 한다는 의미로),有利的，有助的，有益的,,/kənˈdjuːsɪv/,,"helpful to, instrumental in, calculated to produce, productive of, useful for","conduce +‎ -ive, 1640s[1], from Latin condūcere, patterned after forms like conductive.[2]
",,,
aviation,항공(술),航空（学）；飞行（术）；航空工业,,/eɪvɪˈeɪʃ(ə)n/,,"flying, air transport, aerial navigation, aeronautics","Borrowed from French aviation, from Latin avis (“bird”), from Proto-Indo-European *awi- (“bird”).
",,,
bromide,브롬화물(과거엔 진정제로 쓰였음),溴化物镇静剂,,/ˈbrəʊmʌɪd/,,"truism, commonplace, banal saying, hackneyed saying, overworked saying, trite saying, banality, old chestnut","From brom(ine) + -ide. First used in the sense “dull person” by Gelett Burgess.[1]
",,,
dilate,"확장[팽창]하다[시키다], 키우다[커지다]",（使身体的一部分）扩张，展开,,/dʌɪˈleɪt/,,"become larger, widen, become wider, expand, distend, swell","From Middle French dilater, from Latin dīlātō (“I spread out”), from di- (variant of dis-) + latus (“wide”).
",,,
accelerant,"촉진제, 촉매",催速（催化；加速；促进；促凝；触媒）剂,,/əkˈsɛlərənt/,,,"First attested in 1854.
accelerate +‎ -ant",,,
mitigate,완화[경감]시키다,使缓和；减轻（危害等）,,/ˈmɪtɪɡeɪt/,,,"Borrowed from Latin mītigātus, from mītigō, from mītis (“gentle, mild, ripe”) + agō (“do, make”), from Proto-Indo-European *meh₁i- (“mild, soft”).[1]
",,,
magnanimous,(특히 적이나 경쟁자에게) 도량이 넓은[너그러운],（对敌人或失败者）宽宏大量的，大度的,,/maɡˈnanɪməs/,,"charitable, benevolent, beneficent, open-handed, big-hearted, great-hearted, munificent, bountiful, liberal, handsome, princely, altruistic, kind, kindly, philanthropic, chivalrous, noble","From Latin magnanimus, from magnus (“great”) + animus (“soul, mind”).
",,,
seminal,(앞으로 전개될 일에) 중대한[영향력이 큰],具有开拓性的；有深远影响的,,/ˈsɛmɪn(ə)l/,,"formative, groundbreaking, pioneering, original, creative, innovative","From Middle English seminal, semynal, from Old French seminal, seminale, from Latin sēminālis.
",,,
avid,(흔히 취미에) 열심인[열렬한],渴望的；急切的；热衷的；干劲十足的,记忆技巧：av 渴望 + id …的 → 渴望的；贪婪的,/ˈavɪd/,,"eager, enthusiastic, ardent, passionate, devoted, dedicated, fervent, fervid, zealous, fanatical, voracious, insatiable","From French avide, from Latin avidus (“eager, desirous; greedy”), from aveō (“wish, desire, long for, crave”).
",,,
cadaver,"시체, 사체",尸体，死尸,,/kəˈdɑːvə/,,"body, cadaver, carcass, skeleton","Recorded since c.1500, borrowed from Latin cadāver.
",,,
tantamount,(나쁜 효과가) ~와 마찬가지의[~에 상당하는],无异于;等于;效果与…一样坏,,/ˈtantəmaʊnt/,,"equal to, amounting to, as good as, more or less, synonymous with, virtually the same as, much the same as, comparable to, on a par with, commensurate with, along the lines of, as serious as, identical to","From Anglo-Norman tant amount, from amunter, from tant (“as much”) amonter (“to amount to”).
",,,
heterodox,이설[이교]의,（信仰、想法或活动）非正统的，异端的,,/ˈhɛt(ə)rə(ʊ)dɒks/,,"heretical, dissenting, dissident, blasphemous, nonconformist, apostate, freethinking, iconoclastic, schismatic, rebellious, renegade, separatist, sectarian, revisionist","From Ancient Greek ἕτεροδοξος (héterodoxos), from ἕτερος (héteros, “other, another, different”) + δόξα (dóxa, “opinion”).
",,,
leash,"(개 등을 매어 두는) 가죽끈[줄], 사슬",（牵狗等动物用的）绳索，链子,,/liːʃ/,,"rein, tether, rope, cord, chain, line, strap","From Middle English leesshe, leysche, lesshe, a variant of more original lease, from Middle English lees, leese, leece, lese, from Old French lesse (modern French laisse), from Latin laxa (“thong, a loose cord”), feminine form of laxus (“loose”); compare lax.
",,,
insipid,맛[풍미]이 없는,无味的；无特色的；无生气的；乏味的,,/ɪnˈsɪpɪd/,", gustable    [WS]","weak, flaggy (obsolete), sapidless (archaic), wersh (British, dialect), unsavory, unpalatable, bland, flavourless, mawkish (archaic), insipid, wallowish (archaic), smackless, savourless, cardboard (figurative), ingustible, intastable, gustless (obsolete), unflavoured, unappetizing, untasteable, watery, thin, wearish (obsolete), flavorless, savorless, waugh (British, dialect), watered-down, tasteless","From French insipide, from Latin īnsipidus (“tasteless”), from in- (“not”) + sapidus (“savory”). In some senses, perhaps influenced by insipient (“unwise, foolish, stupid”).
",,,
bereave,(가족·친지와[를]) 사별하다[여의다],使丧失亲友,,/bɪˈriːv/,,"dispossess, rob, divest, strip","From Middle English bireven, from Old English berēafian (“to bereave, deprive of, take away, seize, rob, despoil”), from Proto-Germanic *biraubōną, and Old English berēofan (“to bereave, deprive, rob of”); both equivalent to be- +‎ reave. Cognate with Dutch beroven (“to rob, deprive, bereave”), German berauben (“to deprive, rob, bereave”), Danish berøve (“to deprive of”), Norwegian berove (“to deprive”), Swedish beröva (“to rob”), Gothic 𐌱𐌹𐍂𐌰𐌿𐌱𐍉𐌽 (biraubōn).
",,,
gregarious,"남과 어울리기 좋아하는, 사교적인",（人）爱交际的，不喜独处的,,/ɡrɪˈɡɛːrɪəs/,,"social, company-loving, companionable, convivial, clubbable","From Latin gregārius.
",,,
